name,points,clears
reel kid,1.7,1
ちさと´∀`,1.7,1
いおあのわか,1.7,1
M&R&A,3.4,2
Alexnator6,1.7,1
かず21,1.7,1
ひかりのいわし,1.7,1
Licorice2,1.7,1
Pattin,1.7,1
しゅうファンとして…,1.7,1
さわそう,1.7,1
ゆうたんマイスター,1.7,1
Suima^_^,1.7,1
LOSE___,1.7,1
lilkirbfan,1.7,1
Jan_D1,4.4,3
Stephano!!,1.7,1
Fthe3,1.7,1
M・Haruka,1.7,1
ゴールまちします！！,1.7,1
vert clair,3.4,2
Benji_SMM2,1.7,1
キングクルールです,1.7,1
リュウドラ(^^)/,1.7,1
Dmsslg,1.7,1
i luv ryu,1.7,1
がっくん2870,3.4,2
Marsine,1.7,1
Diegoflow,1.7,1
NINJASTERI,1.7,1
クズニャンデスヨー,3.4,2
mariofanzz,1.7,1
limite,1.7,1
GOD YUU,1.7,1
TheKiwi22,1.7,1
Deat8,1.7,1
じゅんすいなこども,1.7,1
Argenanos,1.7,1
Booliam,1.7,1
QiuQiu:),7.7,7
potato1903,3.4,2
eokdj2j,1.7,1
SntiNoFuny,3.4,2
maya222,1.7,1
Aコチャン,1.7,1
hilio,6.4,5
ShellKaizo,1.7,1
d0d2,1.7,1
Atticus:,1.7,1
loly・),3.4,2
iDeepVoid,1.7,1
てんぷらむし,2.7,2
びすこ0530,1.7,1
Chris }o{,1.7,1
austin509,3.4,2
Eldblomman,7.1,5
hmmmswitch,1.7,1
SeruJioUwU,1.7,1
yoyo4321,2.7,2
Master909,1.7,1
Drac; o,2.7,2
Effzeh85,1.7,1
Pittsnogle,1.7,1
PeterG87,8.4,7
Pumper316,1.7,1
Dan(Yoral),2.7,2
Maurice_,2.7,2
ちょこいた,3.7,3
ぽぽたくん,1.7,1
Murc.elago,6.8,4
MsMmD,1.7,1
ヨココン,1.7,1
おしりさわりたい,1.7,1
A.O2,1.7,1
かつ「フラグ」,1.7,1
かんぺき,1.7,1
Zam Zam!™,1.7,1
Military0,3.4,2
Monduh,1.7,1
MohaJR,1.7,1
Andreu08,1.7,1
Awerito,3.4,2
CraftyJack,2.7,2
sergiossj3,3.4,2
josh17,5.4,4
dababy fr,3.7,3
Hilding,1.7,1
ИαΦ,9.1,7
かつのです,5.4,4
rafa >:~v,3.4,2
Zeus1703,1.7,1
beebs,1.7,1
kdwm7240,1.7,1
OmegaGame5,3.4,2
[ jądę ]]],3.4,2
ash_casual,1.7,1
たあさん〃,3.4,2
えぬº,1.7,1
Jstyle,1.7,1
Kodak Zoo,2.7,2
DaddyIB,7.1,5
WAHOOLUL,1.7,1
asis123,1.7,1
Guy67,3.4,2
ΤheSizzler,1.7,1
mattyturns,1.7,1
Jelly63,2.7,2
Man of Men,1.7,1
HollowRaf,1.7,1
カタルシスト,4.4,3
Btu,2.7,2
Thelair,1.7,1
gemguy89,1.7,1
クッククククククク,1.7,1
Fabs1,1.7,1
もうすぐいちねん,4.7,4
dahuasheng,1.7,1
Cheeser_,1.7,1
mandy1117,1.7,1
CrabsPinch,2.7,2
dalse,5.1,3
1ライト1,2.7,2
rodri j,1.7,1
Same_Ball,1.7,1
matheossj,4.4,3
まさねこTV,2.7,2
GothBrooks,1.7,1
Kayro,4.4,3
whoiscnb,5.4,4
64Chars,1.7,1
Benvid10,2.7,2
Garrytnt,1.7,1
M.Grizzly,2.7,2
Zaitaaaa,2.7,2
PugThug,1.7,1
Addvurt,1.7,1
FunPlaying,2.7,2
Kingkat_YT,1.7,1
そおん,2.7,2
tnecniV,1.7,1
ちゃんみくん,2.7,2
てんさいだよ～,2.7,2
Lucoa/ルコア,1.7,1
"ふらわ～""""",2.7,2
やよい「,1.7,1
adnan1234,4.4,3
#Ali,1.7,1
Tiki Tong,1.7,1
かたパット,1.7,1
hyrun,1.7,1
Puggly,3.4,2
ミスターM,2.7,2
だいはいぼくはんせい,1.7,1
SMM2◆Lemon,1.7,1
Chicotov,2.7,2
チロルチョコせんぱい,1.7,1
たすけて～くわれる～,1.7,1
SMMJames,1.7,1
Elwis21,3.4,2
てみーふれーく,6.4,5
dmx761,2.7,2
mr. weird!,1.7,1
エダマweマン,4.4,3
":""""+""""+"""":",2.7,2
BonelessO2,1.7,1
JPCR-SSJ,1.7,1
Gabriulu,1.7,1
MI FA MI,3.4,2
Hiroichi,1.7,1
battgfdfvc,1.7,1
Ian~,1.7,1
SkyGalaxya,2.7,2
RogueCloud,1.7,1
Stefan93,1.7,1
planar,1.7,1
Jaliasam,1.7,1
sk8ion,1.7,1
〃ダイヤ〃,1.7,1
とぅーりお？,4.7,4
play1090,1.7,1
たらこくちびる1ごう,8.4,7
」ゆねむしへんすもて,2.7,2
BeachMouse,1.7,1
ErcDrippin,1.7,1
HueJassMT,1.7,1
Strongcool,1.7,1
Killua>Gon,1.7,1
Caesar's,1.7,1
たった！,1.7,1
<AlexYeah>,1.7,1
T.M_games,1.7,1
AXL/Łη_JGM,1.7,1
IsaiahSMM★,1.7,1
κτhor,1.7,1
b. magic,1.7,1
ΤinyΤoad,1.7,1
outonalimb,1.7,1
isaac2018,1.7,1
MattDecker,1.7,1
Uhmzydn,1.7,1
luffyyyy,1.7,1
Dinga,1.7,1
ΚΦβ◎β⌒κ⊂,1.7,1
Yajmeister,1.7,1
valengame,1.7,1
Poguer,1.7,1
MagicalTig,1.7,1
teaml0ser,3.4,2
Miley Cat,1.7,1
Crylou,1.7,1
Violent,3.4,2
ZyKoo,3.4,2
SKKEKKSK,3.4,2
Jakester64,3.4,2
MJHR,1.7,1
G.B. Allen,1.7,1
Yzb6,3.4,2
<Cookie>,1.7,1
◇AIān◇,1.7,1
☆.^∀^.☆,2.7,2
Jhosep,1.7,1
もももちパンケーキ,1.7,1
vega palma,1.7,1
wixo,1.7,1
Dimitrisob,1.7,1
Homer27,1.7,1
taboz,3.4,2
Worm ★,3.4,2
bibiottz,3.4,2
Riyo MR,1.7,1
Qbrain,1.7,1
Mikey2001,1.7,1
Sr Barreto,1.7,1
LilithSM,1.7,1
DersloYT,1.7,1
Isicat,3.4,2
DekSMM,1.7,1
Adamsci,1.7,1
tuC0M,1.7,1
Pezmage,1.7,1
fwahdonkus,1.7,1
mekathryn,1.7,1
MarcSMM2,1.7,1
Momma39,1.7,1
dankmemes,1.7,1
しゅうひな,1.7,1
Cornobbler,1.7,1
andreas;-;,4.4,3
シンカ。,1.7,1
poroto,1.7,1
Giollo,1.7,1
ルージュラねえさん,1.7,1
Kababa,1.7,1
Lv.5みさかみこと,1.7,1
pazzin0,1.7,1
mosm,1.7,1
HeoBro,1.7,1
りっぱー_,1.7,1
Raton2012,1.7,1
rpw214,1.7,1
Kytoga,1.7,1
Ambrosha,1.7,1
ipo,1.7,1
Bruhseidon,6.4,5
MHGaming87,1.7,1
mrslimslam,6.8,4
Hage192,1.7,1
ha_ru_pkpk,1.7,1
bonhomme7h,1.7,1
MrDakGuy,11.8,9
Langk,7.8,5
ViceVersa,6.4,5
Ma_one,1.7,1
Gr8s0n,1.7,1
♪FannyDj♪,3.4,2
XID YAA,3.4,2
Joségabo,1.7,1
RichardH24,7.1,5
にせものおうになる！,1.7,1
Genosoa,4.4,3
derputie,2.7,2
σμεαγολ,1.7,1
くさやじんおもろい,1.7,1
2.O Mario,1.7,1
mellonator,1.7,1
エルサ&サラマンダー,1.7,1
ironkristy,1.7,1
ArrWarlock,7.4,6
スーパーエレファント,16.599999999999998,11
イクとソウ,1.7,1
Tiouis,1.7,1
astero,1.7,1
Naquai,1.7,1
joel juoni,1.7,1
ほた!,3.4,2
Brad818,1.7,1
Mr. Goombs,1.7,1
セロリくん,1.7,1
ßlueÿed,1.7,1
ARTPOPRain,1.7,1
Pyller,4.4,3
JotaEme,4.4,3
Moaa,1.7,1
AlexMaRom,1.7,1
+Thomas,1.7,1
Σ(つ°д°;)つ,1.7,1
gibbon d,1.7,1
schmidden,7.4,6
フォにさん,1.7,1
robbie100,2.7,2
セレス301,1.7,1
crtip7687,1.7,1
Shea1022,1.7,1
ゆったりさんです,1.7,1
さとぅー15,1.7,1
mozzilla,1.7,1
FinchBlake,1.7,1
Livermore,1.7,1
Samutira,1.7,1
dashplant,1.7,1
Epep hr,1.7,1
Frits5,1.7,1
[NES]+[DS],1.7,1
WinterKiyu,1.7,1
GG Xd ssj,1.7,1
RAFA frota,1.7,1
le Ness fr,1.7,1
sip :(,1.7,1
とおる～～～～,1.7,1
ダネス,1.7,1
mr.ZXD,1.7,1
DoctorN8,1.7,1
moо,1.7,1
Gruuben,1.7,1
Cr1msoN ツ,1.7,1
Fishywishi,2.7,2
"""tøalette""",4.4,3
DphinLaugh,1.7,1
Kazek73,5.1,3
なつげ,10.8,8
ojiugòód,1.7,1
うみちょ,1.7,1
Fev.Sふゅーちゃ,1.7,1
こっちゃ～ん,1.7,1
ヒカキンFIRE,1.7,1
babyasprn,8.1,6
Boki123,5.1,3
plshelp:(,1.7,1
$ůρεr ĪÖτ●,1.7,1
ムン・ジェイン.,1.7,1
David1202,1.7,1
shimsim,1.7,1
P_barcode,4.4,3
Otavio.A,2.7,2
Maker421,6.1,4
はるしょうあき,3.4,2
てにふたつ,2.7,2
Yoshidude,3.4,2
↑ゆら,3.4,2
レトロがすき,2.7,2
おおタルばくだん,3.4,2
ホタテラーメン,1.7,1
FìšhýÐűďë!,1.7,1
timthegod,3.4,2
arimmee,1.7,1
Kareem410,3.4,2
Shabazz Jo,1.7,1
Cat(^--^),3.4,2
kevin867,11.8,9
Seνink,1.7,1
J&LCreator,9.4,8
2333l,1.7,1
RKFX,1.7,1
Dav0,1.7,1
¤★Astro★¤,3.4,2
おれはボマーだ,1.7,1
EddyFM,1.7,1
Rejuna,1.7,1
ivy_,1.7,1
T.Walls,6.1,4
G-DΩG,2.7,2
Gurkensnak,1.7,1
lofazz,9.1,7
JRC123!,1.7,1
dokkaebi89,1.7,1
azaz180,4.4,3
エドゥエッドゥ,1.7,1
くむふく,1.7,1
}&8,1.7,1
カラん-KRN25,1.7,1
63+5,1.7,1
おもちりんご,1.7,1
BulletMann,1.7,1
じぷ,1.7,1
jorfisme,1.7,1
りんこん,1.7,1
GeorgeJK14,1.7,1
H-boat,2.7,2
アズリエルNEO,1.7,1
Kogatti,1.7,1
Wanchi,3.4,2
みーゆちーゃーっん！,3.4,2
～ボー,1.7,1
Frun0bulax,3.4,2
DARKARMINE,1.7,1
enniotan,1.7,1
ぺんねーむ、ワリォ,1.7,1
1000thStar,1.7,1
0iq_L-L,1.7,1
Ph0enix,9.8,7
ひまなんだが,1.7,1
Justin1385,4.4,3
eason1102,3.7,3
Lil'Cheech,1.7,1
0ombsy,1.7,1
nathaniely,1.7,1
EMiiliet,1.7,1
あかとん,7.1,5
caitlin²,7.8,5
ギュージョーバラ,1.7,1
bearsfan68,2.7,2
MÿKę'$,2.7,2
lTrunksl,1.7,1
BBBRADLEY,1.7,1
Peep chief,1.7,1
nerfe11,1.7,1
Fraggle21,1.7,1
8BitMaddy,2.7,2
dieg0por,1.7,1
Nutmeggeg,1.7,1
Hotheadhop,1.7,1
nouro10,2.7,2
caquiman,2.7,2
ihitu,1.7,1
yo mero pe,1.7,1
EdYT,1.7,1
sηeaκn,2.7,2
Rann,1.7,1
butterlord,1.7,1
ßackwards,2.7,2
decca,1.7,1
[アルア]♪&!,1.7,1
jhovannie,10.5,7
Unclewever,1.7,1
PepsiMan07,1.7,1
Huguito065,1.7,1
GleepGlorp,1.7,1
Aena,1.7,1
plz14,2.2,2
L'Branch,1.7,1
Pxool,3.4,2
Madsemann,1.7,1
Aaron__87,4.4,3
Simon | ZD,1.7,1
marcots198,11.5,8
Jamkson,1.7,1
BuboniK,2.7,2
SGB10,1.7,1
isa30,1.7,1
JMP°,1.7,1
Sisaroth,1.7,1
oh wow001,1.7,1
Silv33,1.7,1
F1relord,1.7,1
Regilego,1.7,1
ごりらいもa,1.7,1
YaoyuanB,1.7,1
HUE★jkb,1.7,1
ぴろりん®,1.7,1
oompalooma,1.7,1
マイネオ,1.7,1
Pokemontyp,1.7,1
てんぱまる,1.7,1
galoober,1.7,1
thishouse5,1.7,1
smets,1.7,1
[awd],1.7,1
Luseya,1.7,1
*■ΣïuΞみう□*,1.7,1
Turklee,1.7,1
gtr714,1.7,1
かっぱまき™スナイプ,1.7,1
Jalir,1.7,1
sasum_,1.7,1
noongx2,2.7,2
r3k0u,1.7,1
Onbit,1.7,1
ててれる,1.7,1
MPG98,1.7,1
<ちーたん>,1.7,1
twisted666,1.7,1
にさく,1.7,1
bomber31,4.4,3
kuro'^',1.7,1
ルル&Ai,1.7,1
OONO YUMA,1.7,1
LeowBR,1.7,1
KorBoRindo,1.7,1
joe cob,1.7,1
GWARfiend,1.7,1
D4Ni3L_24,1.7,1
LozoMaker*,2.7,2
きゅん☆,3.7,3
Dr. Middy,1.7,1
Flagnorf,1.7,1
どくきのこマリオ,1.7,1
chris3467,6.4,5
Nastadon,1.7,1
ゆんだいち,1.7,1
みやちゃん？,1.7,1
SHIZEN,1.7,1
_chopp,2.7,2
DSP+,1.7,1
ゆうしゃ!アブラゼミ,7.1,5
yuuma_3756,2.7,2
kastiel94,3.7,3
Tony1892,11.8,9
LesterSSJ,1.7,1
BarakiSC,1.7,1
◆テ☆レ☆サ☆◆,1.7,1
Decim92,1.7,1
Josenonoob,1.7,1
SwitchScre,1.7,1
みづブイ,1.7,1
Merkey,1.7,1
Sain Chi,1.7,1
WIDESCREEN,6.4,5
Ablo13,1.7,1
NickSpud,1.7,1
xbaphometx,1.7,1
のぞみ★★,1.7,1
Faexne,4.4,3
「はーーーーるくん」,2.7,2
MoWeN87,9.4,8
Link2003,7.4,6
Penwize,1.7,1
mugwumps,2.7,2
Giyuu T,2.7,2
guhhuh!!!!,1.7,1
Konata シ,1.7,1
すーぱーにんじん,1.7,1
Anime4live,1.7,1
シトラShitora,1.7,1
Danderon,1.7,1
はこびあーにゃ◆*☆,4.4,3
super yes!,1.7,1
りくちゃん9さい,1.7,1
ルイージ0802,5.4,4
キノピオ「ピンク」,3.4,2
lostsoul41,5.4,4
AlainSSJ,1.7,1
Matt Phil,1.7,1
Annospider,1.7,1
Epicthree,2.7,2
となりのロシナンテ,1.7,1
てんさいカマキリ,1.7,1
ちたたくん,1.7,1
Αrt,2.7,2
Raine613,1.7,1
ろこちゃんおし,3.4,2
(・_・)ゝ¥,1.7,1
アーニャ　マリメすき,1.7,1
ASUTOROZU',1.7,1
イナリfz,1.7,1
まゆみまる,1.7,1
EmJoTa,1.7,1
Toadman07,1.7,1
#hlg#,5.4,4
ぽこにゃんだぁ～,1.7,1
HALけんきゅうしょ,1.7,1
ぽこにゃん。。ファン,1.7,1
froofroo,1.7,1
DrizzyM,1.7,1
tiroruu,1.7,1
Takeru0901,1.7,1
Sa_na_0803,1.7,1
Raizor011,3.7,3
bird901,2.7,2
Xavier432,1.7,1
みおか,9.4,8
メラッチ,1.7,1
Guille g,1.7,1
Notokay12,4.4,3
さかいけんた6さい,1.7,1
ABCplayz,3.7,3
にっきー仝,1.7,1
Μαx ησΤ Z7,1.7,1
Wraith1151,1.7,1
¥¥ T K ¥¥,1.7,1
BC-omix,1.7,1
tikki89,3.4,2
Guichito55,1.7,1
Jaekwon,1.7,1
なおきんTJNBB,1.7,1
たぬきち504,1.7,1
Toxic Gas!,2.7,2
うえのはるまくん,1.7,1
CoderReal,1.7,1
Onerkill,1.7,1
BarnabasMC,1.7,1
ScottieD33,3.7,3
kurama ;),1.7,1
8bitryan8,1.7,1
☆すばる☆,1.7,1
レゴブロ,1.7,1
「ガリガリくん」,1.7,1
のびのびのびたくん,1.7,1
skykats,1.7,1
ねこだいすきです！,13.8,11
あきヨッシーです,1.7,1
muneers,1.7,1
sddk,1.7,1
びすけっとおりヴぁー,1.7,1
からあ・GE・マーグ,1.7,1
KRSHT,3.4,2
なおおんDX,1.7,1
Haru214,1.7,1
いけながゆづき,1.7,1
もちまる`∀′,1.7,1
あおのかたまり,1.7,1
Blokkah,1.7,1
えいすん,1.7,1
ぶんじろー,1.7,1
ズルにゃん1185。,1.7,1
KonatheFox,1.7,1
Seabass15,1.7,1
basher995,2.7,2
metju,2.7,2
ネライウチ,1.7,1
leedleleee,1.7,1
Bruvr,1.7,1
グリチュン,1.7,1
Jimmothyh,1.7,1
Flame69x,1.7,1
hazu~v,1.7,1
メろン^^,1.7,1
ぽこにゃん。。。、、,1.7,1
Super M 35,5.1,3
Lobito Pro,2.7,2
Meinin,1.7,1
そま」,1.7,1
おじさんだよ～ん,1.7,1
いまさらタウン,1.7,1
すこし　はしれます,2.7,2
ピカてう、,1.7,1
どうも、はなびです。,3.4,2
さくとしょくにん,1.7,1
れお★☆REO★☆★,1.7,1
おにづかりょうた,1.7,1
こー　KO,1.7,1
SwitchTrix,1.7,1
mëŤΛlłīč!,1.7,1
AuraAzores,10.1,8
ぽこさまファン,1.7,1
ノセロス,1.7,1
ぽめまるん,1.7,1
dftyk,3.4,2
♪mgt_KR♪,1.7,1
スピッツサイコーーー,5.1,3
おちゃーす！,1.7,1
Ckenshinn,1.7,1
z£,3.4,2
かいせんどん　ホタテ,2.7,2
YAてんどん,1.7,1
たーた」めん,1.7,1
ところざろ,1.7,1
しらんひとです,1.7,1
TP◇Amia-25,1.7,1
antonioo11,1.7,1
ぽこにかつ！！,1.7,1
Tricky Cat,1.7,1
きょうせいきょういく,1.7,1
みならいしょくにん*,1.7,1
LIMBER SSJ,4.7,4
KTRrrrr,1.7,1
ちはやファン#123,1.7,1
ル、ル、ルイージ！？,1.7,1
こすえりし,2.7,2
みなさんがんばろう！,1.7,1
JOALEXTRON,1.7,1
こう！！！！,1.7,1
konso,1.7,1
なみへいさんっよ,1.7,1
NNMYQDMPG,1.7,1
いぶーい！？,1.7,1
【Falken】,1.7,1
セバスチャンベッテル,1.7,1
Son/7,2.7,2
DL Ham,1.7,1
Silver37,2.7,2
Fotis1,2.7,2
ももこってよんでネ！,6.1,4
しゅうまい。,1.7,1
ちりがみ。,1.7,1
かぼっす,1.7,1
(^-^)ゆうなだよ,1.7,1
いればれい,1.7,1
Noschi,1.7,1
Guitar05,2.7,2
Piotrstuff,1.7,1
Tutichan,2.7,2
<0_0>,1.7,1
ふうちゃん！！,1.7,1
とうゆ！！,1.7,1
Cheer3,1.7,1
「みんなたち」,2.7,2
【¥&¥】,1.7,1
WALEED ksa,1.7,1
Love Soca,3.4,2
( ´ ∀ ` )♀,1.7,1
Ġoðgoĺplæx,1.7,1
どくしょあたまいい,1.7,1
なにご？,2.7,2
たいよう0910,2.7,2
グリーンボール,2.7,2
Hammy63,1.7,1
ポンズ&こえだ,3.7,3
*なぞのふたり*,1.7,1
Mr ヨシオ,1.7,1
desgugman!,1.7,1
_.necro_._,7.7,7
Yousei0428,8.1,6
QcY0upa,5.1,3
genrain,1.7,1
cod fish,3.4,2
JéJé 26,1.7,1
GMI ◆,3.4,2
ポイポイポポイポイ！,1.7,1
りょうちゃん06,3.7,3
もえちゃん9,1.7,1
L-Tron,1.7,1
Emanuel67,1.7,1
MSAEL_SSJ,2.7,2
かわいいだろ～,1.7,1
ちかがいのゴロツキ？,3.4,2
アイゆる,1.7,1
たかめ2,1.7,1
くりりん551,1.7,1
リトバス,3.7,3
WAKA-0101,2.7,2
ぼこにゃんだれ,1.7,1
いしゃ？？,1.7,1
ぽこにゃん#1184,1.7,1
よちりれへ,1.7,1
spinelli #,1.7,1
beurberry,2.7,2
たいが#6,1.7,1
はちおか,3.4,2
jhyg6,1.7,1
BarbosaQC,1.7,1
♪ねる♪,1.7,1
third eyed,1.7,1
うさぎぴょんぴょん,1.7,1
こんにちはさん,1.7,1
cheesyrisk,1.7,1
Dark*-*,1.7,1
ダイヤぽけ,1.7,1
きみだんご,1.7,1
れワラ,1.7,1
ありつ,1.7,1
まいっころ,1.7,1
axelou2013,2.7,2
hiyab,4.7,4
Ryerye059,1.7,1
「しゅーすけ,2.7,2
plaf plouf,1.7,1
katsaplias,1.7,1
ここな0819,3.4,2
【ヤミユユ】,1.7,1
SAIKYOOOO,1.7,1
Cantisson,1.7,1
インテリベジータ,1.7,1
Elias0817:,3.4,2
icelr,1.7,1
luxi_23,1.7,1
teethbrush,3.4,2
jagarper,3.4,2
adoIfo.mz,3.7,3
やまーと#,1.7,1
Emly01,5.7,5
SKJ　おもしろい,3.4,2
「もりのくまさん」,3.7,3
iqbal,1.7,1
おれお#5,1.7,1
tsks714,2.7,2
AngelSPF,1.7,1
Tuesfutu,1.7,1
xysj,1.7,1
>せな<,1.7,1
ピーチ7031,1.7,1
☆«フウ»★,1.7,1
さーちゃん0806,3.4,2
SAWAYER,1.7,1
さとかーーー！,1.7,1
de leon 23,3.4,2
NORMAND P.,1.7,1
jjzetajin,1.7,1
miai0,1.7,1
santifox2,1.7,1
ふじむら　かいせん×,1.7,1
Simvic,1.7,1
こんちくわ☆,1.7,1
ぽこなー,1.7,1
MHbroMaker,1.7,1
こむぎ.com,1.7,1
cloudS0,11.8,9
10さいチャーシュー,1.7,1
TeDogey,1.7,1
FOSHTA,5.1,3
まりんかーん,1.7,1
ヤバすぎるんですけど,7.4,6
Sebastià06,1.7,1
しいしいもどき,1.7,1
いりみれ,2.7,2
mar10mastr,3.4,2
あかえうい,1.7,1
Kannya,1.7,1
シルクゥ,1.7,1
どすこいぱいなぽぉ,1.7,1
candy TV,2.7,2
grandetand,1.7,1
なゆりう,1.7,1
パピルス(Gルート),1.7,1
Noahbuster,3.7,3
Hanamalu,1.7,1
ター、テツ,1.7,1
Inca,1.7,1
zGaritaSSJ,1.7,1
Darkness Y,1.7,1
TakaRyu315,2.7,2
カナツー？,1.7,1
Max Power',2.7,2
horsefight,3.4,2
Sypro312,6.7,6
will0888,3.4,2
Tei4o,1.7,1
りよう　だ！？,1.7,1
れんさんりょうさん,1.7,1
よしざわのおりょう,1.7,1
mrpulgo,1.7,1
Steve-O_No,4.7,4
Reginald:),1.7,1
Duckie333,1.7,1
poketonx25,1.7,1
ピーナッツあかちゃん,1.7,1
shayden___,1.7,1
こっちこい,1.7,1
Noodles235,1.7,1
ゆうきです999,1.7,1
おはえまけし,3.4,2
ぷ～じろ～,1.7,1
いつみな2120,1.7,1
Freddy0,1.7,1
3m111,1.7,1
weegeeB),2.7,2
JuVil64,1.7,1
Jāň213,1.7,1
キルアル,1.7,1
Lutherking,1.7,1
たつとり,1.7,1
はやと1104,1.7,1
くうな,1.7,1
Ken!!!!!!!,1.7,1
Κen/No war,1.7,1
じゅぴちゃん,1.7,1
massii,1.7,1
∞ウーパールーパー∞,3.4,2
"そうすけ1212""",1.7,1
RhyRyanRhy,1.7,1
JhonFre,6.4,5
072したい,1.7,1
ASWDGHTYYN,1.7,1
ぱると,1.7,1
YUGIE,1.7,1
Manaaaa,4.7,4
TRED83Y,1.7,1
うちたけえええ,1.7,1
GoldenMeg,1.7,1
kirby7000,4.4,3
☆ Silv ☆,1.7,1
cdnjourno,1.7,1
げんき426,1.7,1
Nexo2008,1.7,1
Samdefeu,1.7,1
ゆるすん,1.7,1
KOusHIroU,1.7,1
プロのすなかわ,1.7,1
apex？,1.7,1
K0UME,1.7,1
√*мiησ#みの♪,2.7,2
デッテゥ!!,1.7,1
Chad Josh,1.7,1
renzossj,3.4,2
NikNam321,1.7,1
RaulSSJ2,1.7,1
ピーチひめでやんすわ,1.7,1
ラティオスV,1.7,1
Mr.はるとだいこ,3.4,2
よこえ,1.7,1
ねみひ,1.7,1
おんちゴリラくん,1.7,1
Leo/need,1.7,1
ベジリウム,2.7,2
GallardoL,1.7,1
cocoroon,1.7,1
もくとし,1.7,1
wando,1.7,1
Sonics1122,5.1,3
Orangish,3.4,2
roshisito,3.7,3
hotlollo,1.7,1
テンテンくん！！,1.7,1
Salo07,3.4,2
プーチンすき,2.7,2
ラーメンだいすぎ&¥,1.7,1
オロナミンC 426,1.7,1
SiO EMPiRE,1.7,1
luis1012,1.7,1
k.j.s0304,1.7,1
RodDELETED,1.7,1
Blinkssj,1.7,1
GrivesV,3.7,3
TitoSSJ Ec,1.7,1
Kyon_doll,1.7,1
lololebg,1.7,1
Rimika,3.4,2
itsEmilsYT,1.7,1
あくまのツボ,1.7,1
イオリィz,6.7,6
Mr Chara,1.7,1
master jen,5.1,3
rodrigool,2.7,2
güevo,4.4,3
Kitikens,6.1,4
¥¥¥¥¥¥¥¥¥∞,1.7,1
neizanssj,1.7,1
luis (^^),1.7,1
ぬにひなつ,6.4,5
pablo/ssj,1.7,1
ぼうれいホルモン,3.4,2
PiuPiu25,1.7,1
こごえる,1.7,1
くうきかいだんもぐら,1.7,1
あろー！！,5.7,5
いんちゃ,1.7,1
UMICHI,1.7,1
abbccbn,1.7,1
しゅうしゅうZ,3.7,3
TREEHOUSE;,1.7,1
Nickstick1,1.7,1
SharkDarío,1.7,1
Alvaro912s,4.4,3
Dbarredora,1.7,1
frogking1,1.7,1
OrangeChkn,1.7,1
D10_King,2.7,2
ヨウシキ,1.7,1
<ちー>,5.4,4
バブビ,3.4,2
すりぬけゆかれいぼう,1.7,1
チャロマシュ！！,1.7,1
2めんつら,1.7,1
たつき 6さい,1.7,1
rlxodud,1.7,1
bonven,1.7,1
こっくさんま,1.7,1
ホタテクン,1.7,1
remonn！,2.7,2
ポコニャンファン31,1.7,1
Yeroc,1.7,1
もちのうえにミカン,1.7,1
どんぐりMURA,1.7,1
Lokaaa2040,9.1,7
xzzzd,1.7,1
BentleyF,1.7,1
em857,6.4,5
panapam,1.7,1
Thokor,8.8,6
morbussy,1.7,1
Jose09CR,3.4,2
IcyTundra,1.7,1
Nepp-Woah,1.7,1
Toby Fong,3.4,2
MCilroy36,3.4,2
iss&nin,1.7,1
code_desu,1.7,1
matialan,1.7,1
スタープラチナおらー,1.7,1
slayer32:),1.7,1
Glumpz,5.4,4
OscarGM,1.7,1
Poloogonal,1.7,1
Bean69XD,1.7,1
BigBadBoo>,1.7,1
KeithprSSJ,1.7,1
Drafty46,1.7,1
Marcola TN,5.7,5
ValouVizir,1.7,1
codigo1001,1.7,1
MarkyxMark,3.4,2
Vhugo,2.7,2
nadanosh,1.7,1
theboitoad,1.7,1
A.A.B.C,7.1,5
Holaaaaaa1,1.7,1
Demonking+,4.4,3
thesquid87,1.7,1
Kemuri84,2.7,2
Mistiko30,1.7,1
Tony2394,2.7,2
lars 9,2.7,2
ColinZurek,1.7,1
Ayu´∀`,1.7,1
ゆき　ころちゃんすき,3.4,2
なおや★,2.7,2
Abbott55,1.7,1
⌒*アズリエル,1.7,1
"(/"" '-')/""",1.7,1
rkd14,1.7,1
Cody_S,1.7,1
Hamm103,2.7,2
Mmm Fish,1.7,1
jackine08,1.7,1
Enigma_20,1.7,1
マリメ〆3150,1.7,1
あゆとくんだよ,1.7,1
ポケモンだい！！,4.4,3
troutpuke,2.7,2
thzinc,6.4,5
OBAKOTA,1.7,1
ervanalb,1.7,1
Gatumexx,2.7,2
Johnn,1.7,1
thisisaLaN,1.7,1
マミヒナ,1.7,1
gerras123,5.1,3
Vegard9957,2.7,2
rayderssj,4.7,4
Rzombie7,3.7,3
Pomide,1.7,1
caqv31,3.4,2
epenagosv,4.7,4
Kai__,1.7,1
Jax1063,1.7,1
MediumBall,1.7,1
Lucs O.,1.7,1
BarcAguila,6.4,5
BatmanGame,3.4,2
Isaac3304,1.7,1
approval89,1.7,1
YAMATO,2.7,2
PizzaRolls,1.7,1
Cllink,1.7,1
catzpirit,1.7,1
Markquito,4.4,3
Andre UwU,1.7,1
Chadlox,1.7,1
Cheesemo,4.4,3
apatetr :),1.7,1
Jаse,1.7,1
Jony_U,1.7,1
Swaggy C1,1.7,1
Lego'Pizza,1.7,1
Old Μan,3.4,2
Tomloes,1.7,1
theSpivack,1.7,1
BetifoO,1.7,1
