name,points,clears
Holland B,5.0,2
みねうち,3.3,1
XxxはるあきxxX,3.3,1
MaKinaSGT,3.3,1
みさすぬ,3.3,1
DrShyGuyTV,3.3,1
Shieldser9,3.3,1
Qassim,3.3,1
kevines27,5.8,2
ImDreamYT,3.3,1
jakai211,3.3,1
Lankaster,3.3,1
Esteban?!?,3.3,1
Reaƒ/ちあ,3.3,1
けつし～8021,2.5,1
Phant_TV,2.5,1
Alphega3,2.5,1
Vexanon,2.5,1
あかのこ,2.5,1
Vins6708,6.7,3
AlphaApple,9.2,6
Kakos,2.5,1
Dr. Lint,2.5,1
だい2000のしと,3.5,2
Xtremezz,5.0,2
「•」Rena「•」,2.5,1
ElSkeletto,5.0,2
Mamuta,31.999999999999996,15
ロイチャンネル,2.5,1
egg2!,5.0,2
てい¿,5.0,2
ささつつてけい,5.0,2
ぼうたかとび,2.5,1
Q_arnose,9.2,4
marc0-pol0,5.9,3
Fabiano05,5.0,2
コースがのびない,15.099999999999998,7
Evaaa_Ever,2.5,1
アイサット,5.0,2
たいち&まさ,6.7,3
Riper_Mnez,7.5,3
まっちゃん、,9.2,4
カリウムSMM2,2.5,1
★SR,2.5,1
Wabido,10.0,4
redbred,6.7,3
ジョバ,5.0,2
キラーもどき,5.0,2
Warspyking,2.5,1
コナンファン,5.0,2
♪†☆どらやき☆†♪,2.5,1
James™,2.5,1
ダンマクカグラ,5.0,2
りょうま◇ようつべ,7.5,3
SR|Fahd,2.5,1
♪ぽこをこえた♪№1,2.5,1
TuxedoDave,2.5,1
Let's 1UP!,2.5,1
すっπパン,6.0,3
★kei★,5.0,2
Man H Slam,2.5,1
liquidnya,2.5,1
Esaenos,4.2,2
F.Kotaro,2.5,1
・ちびっこ・,5.0,2
_Nathan,10.899999999999999,5
ARCPlayer,7.9,5
かつということ,2.5,1
Γayden,2.5,1
あっしぃー,2.5,1
fristaaa,10.899999999999999,5
あき / ãкį,2.5,1
かばじむねひろ,3.5,2
カイ・ユウマ,14.799999999999999,9
Paado,2.5,1
TimTheDude,2.5,1
RickSancèz,2.5,1
U-ShirtMan,2.5,1
Rocky210,2.5,1
MrGoben03,2.5,1
xerces11,41.40000000000001,20
SARiX,2.5,1
Sushıっ・.・つ,2.5,1
ongrorry,9.2,4
xbenbi,12.599999999999998,6
Jevarel4,20.299999999999997,10
Naterules2,4.2,2
Noeeym,31.399999999999995,16
des3rtfox,10.1,5
RenaXDDDD,2.5,1
Pablinho22,10.899999999999999,5
K-Yoshi_,2.5,1
Pedrogenin,5.0,2
Darbiest,6.7,3
かずんにゃ,6.2,4
Hollyhоck,2.5,1
かなにこ(・∀・),16.9,8
SAKURAI Mr,2.5,1
すうがくしゃ,5.0,2
laumiranda,9.5,5
Alfonso_69,15.099999999999998,7
$ωανyBεαr,2.5,1
ΞSOU4Ξ,2.5,1
NoiseFlame,2.5,1
しろたき,2.5,1
mechaizm,2.5,1
2birds,5.0,2
RedPanga,2.5,1
Lakke123,5.0,2
Ikersito!,2.5,1
Matiflini,2.5,1
Σ●△●;,20.999999999999996,10
Boomklats,6.9,4
GabeTroll™,2.5,1
cobancoban,5.0,2
BugerMAKER,9.2,4
れいんぼーちゃん,11.7,5
santiii001,2.5,1
JessBookie,2.5,1
pre- pixel,5.0,2
BooberBro,2.5,1
silver86,6.7,3
JellyOtter,9.2,4
manuelcutz,8.4,4
panderpear,5.0,2
Braden$,2.5,1
holyyyyyyy,2.5,1
Fredy Leo,2.5,1
Mr.Victini,2.5,1
cazodin,2.5,1
thickle,12.599999999999998,6
mattmaker◇,2.5,1
Ξ●Mr.クロス●Ξ,6.7,3
maarko,21.099999999999998,10
Lolo1450,4.5,3
YUNG_T0Ā$T,7.9,5
Koopayuu,2.5,1
kd10,2.5,1
menturm,7.6000000000000005,4
aarszvocht,2.5,1
なおしゃん,7.5,3
SWARM_COOL,2.5,1
Wiggy,9.4,5
REGANXD,2.5,1
<Taco>,2.5,1
lehan,7.5,3
kmilo91,2.5,1
TurtleMode,7.0,4
Optimus™,2.5,1
gujj1990,10.0,4
Paketin,2.5,1
RammyX3,2.5,1
SebaKuroro,10.0,4
TUPLE,6.7,3
Guigui,9.2,4
Solo POLPO,2.5,1
Bercik,6.9,4
jihoon63,2.5,1
Paco2402,2.5,1
たらばが,2.5,1
ついすー,7.5,3
MartyrPher,2.5,1
iXPororoXi,2.5,1
☆eek☆,2.5,1
mannybeaty,2.5,1
ポポ・ブラジル,2.5,1
Fussy feet,2.5,1
Soitchu,6.0,3
おとわれたポッター,2.5,1
*JS*,8.4,4
sacky91,8.7,5
MatDonalds,5.2,3
FITO5937,5.2,3
とべない？きのこ,2.5,1
freyre87,6.7,3
かわたん♪,2.5,1
Cheko,2.5,1
chris9043,2.5,1
Blancpain,29.899999999999995,16
Jeeglobs,7.2,5
Skofnung,4.2,2
peterpety,5.0,2
koopa310!!,3.5,2
[Pedrito],2.5,1
BlackSoul1,8.7,5
gadalu,5.0,2
RationalE,13.399999999999999,6
★Castor28☆,5.0,2
Olgoholyx,16.099999999999998,8
Damrod11,5.0,2
Dr. Crusty,2.5,1
edman2020,12.7,6
Pablo555,2.5,1
Snicky B,11.7,5
Boo's,7.5,3
&(^^)$$$$$,2.5,1
BluenoodIe,11.899999999999999,6
dong-gen,2.5,1
ゲームオタくん,6.0,3
WangJingZe,2.5,1
limsunu,3.5,2
Jk Willson,2.5,1
*Ruka*,8.7,5
ĹęmðÑàdé,5.0,2
ももせ !,2.5,1
juanes ssj,10.899999999999999,5
PsychDx,3.5,2
tediant,4.2,2
sa ao,8.7,5
HN-AllanR7,5.0,2
DETPopcorn,11.0,5
carlossj8,4.2,2
Dr McKoy,6.0,3
dongsuu,2.5,1
Lando1738,2.5,1
Valegod11,14.599999999999998,8
Acgcool330,10.2,5
yessing222,7.2,5
Gerardmtv2,7.5,3
i good yes,6.0,3
Hexel101,3.5,2
c-man99,2.5,1
pana mojik,16.7,7
☆としきんぐ☆,5.0,2
Super_Mosh,5.9,3
Hyæna,2.5,1
Nomced,6.0,3
paťøpäþs13,2.5,1
sirfox109,2.5,1
Hector LM,2.5,1
Larar,2.5,1
JakHiggins,8.4,4
AiyaMitsu,2.5,1
Oscarminer,2.5,1
kalabazo,3.5,2
Sureúet,5.0,2
gussito17,5.0,2
つばさ&とまと,14.399999999999999,7
Hammers198,5.2,3
PhantomXE,12.599999999999998,6
CesιμmAtδm,6.7,3
#Runner+++,6.7,3
Jacob1239k,2.5,1
Riiuzo,5.0,2
Jarl3s,2.5,1
Irvo,12.1,7
Caster1639,2.5,1
OG Lucifer,20.9,9
BITBAWID,4.2,2
follador,7.7,4
Nazhorro,2.5,1
Koivu,4.2,2
Pappy075,2.5,1
DMBTM,2.5,1
Hutchsfury,5.9,3
niceperson,7.9,5
Alecmm,5.0,2
☆Qa☆,7.9,5
りんたろー7,5.2,3
ψkou_SMM2ψ,5.0,2
Jacky Ci,20.599999999999998,11
Stefan 53,11.7,5
kwonajae,3.5,2
Tony[Mx],5.0,2
green5566,3.5,2
renniepak,4.2,2
りょぅじA,2.5,1
やまとりくん,4.2,2
ノンチッコ,2.5,1
こうたろう。。。,2.5,1
きょうしゃはみられる,2.5,1
FTWingz,4.2,2
ElFilios,11.899999999999999,6
Cpt Raptor,2.5,1
Hero Light,2.5,1
しゅんた^^*,2.5,1
[はやてん],2.5,1
Poesmack,14.0,9
ヲIヲI KOR,7.7,4
きみどり～～,2.5,1
またたみ,2.5,1
RORRIN76,2.5,1
kou/engoy!,5.2,3
みゃをら,2.5,1
あかひよ,2.5,1
ゅぅοΟ,2.5,1
Ntp9402,2.5,1
crisalex,3.5,2
alexruz,5.0,2
Jeace,5.5,4
Alex0691,2.5,1
Dross7,2.5,1
NoWinLife,2.5,1
QuinoWorld,9.4,5
Simparu,6.7,3
Brent5423,2.5,1
BillyT,11.2,6
Marsh12,5.0,2
Soutannnnn,2.5,1
CuddlesHTF,4.2,2
いわしん,2.5,1
TyEc,12.4,8
Regal Newt,2.5,1
SpeerTime,6.7,3
John0887,2.5,1
TheoryLime,4.2,2
Willmαur,5.0,2
<ash>,12.599999999999998,6
FocaRJ,2.5,1
Blazim,2.5,1
Soujiro94,2.5,1
buhdihkuh,2.5,1
「Gigaku」,5.0,2
Chemitσ,2.5,1
きょろしー,2.5,1
RussellSSJ,2.5,1
CGxMiniii,5.0,2
Pomc,3.5,2
LoganVSMM2,2.5,1
Madaー754,2.5,1
Cyprο,2.5,1
phillyb™,2.5,1
$$Oliver$$,10.0,4
Kocoaa,2.5,1
"かずミン　""ー:ー""",2.5,1
yako484,2.5,1
ryuSMM,4.2,2
fudgi,5.0,2
NYJets715,9.4,5
Dενiι ^-^,4.2,2
sebas3846,5.9,3
DanMari0,7.5,3
Zockender,8.7,5
Copernicus,5.0,2
Vicrin,5.0,2
BryantR,5.9,3
JTtomahawk,2.5,1
SamotSSJ,2.5,1
XxGxZer0xX,2.5,1
Milanesa50,4.2,2
ariel006,8.600000000000001,5
EL TEYA,7.5,3
Budden,2.5,1
ClockMaker,10.3,6
◎★C.S.Y★◎,7.7,4
BlueSpirit,2.5,1
York 1206~,12.2,7
ovat9,2.5,1
TsubasaSSJ,7.0,4
MarkGerbs,17.9,10
planciSC,6.7,3
Judith16,17.099999999999998,9
SammiBam,5.0,2
derZampano,3.5,2
Milmars,2.5,1
_.Puma._,6.7,3
Triangles1,5.0,2
ぴぴおくん,10.2,5
★∵だいこん∴☆,4.2,2
pyrofog,2.5,1
monomoes,13.0,8
ブラバス,5.2,3
p0gWyld'n,2.5,1
Alan Games,3.5,2
Stevereno,5.0,2
きらあ　あきら,2.5,1
Alex NSW,6.0,3
jferg253,2.5,1
DandierSun,2.5,1
EJ ED,2.5,1
zaydew,2.5,1
々#qő¢ゎ〆ヵ,2.5,1
カルピスソーダコーラ,2.5,1
Tom1105,6.0,3
Abra2008,2.5,1
B1nk3,2.5,1
motts,2.5,1
GGSEPPUKU,5.2,3
elmike23,2.5,1
ゆか,2.5,1
KriegsKind,2.5,1
xDominikx,2.5,1
Dusk~,2.5,1
rodrigo555,2.5,1
4444ever,2.5,1
しゅうへたすぎワロス,2.5,1
chaps hip,2.5,1
○cτα☆Wεηιχ,2.5,1
PossumPlay,2.5,1
MalGrizz,2.5,1
るき○,5.0,2
LSP001,2.5,1
*Takky*,2.5,1
AppleScent,2.5,1
cat runner,2.5,1
★dācõngmín,5.0,2
angeyt333,2.5,1
Komodo44,35.8,19
Sergio2701,2.5,1
FitzSports,2.5,1
Grafmouren,2.5,1
(Terry),2.5,1
すんぽいZ,2.5,1
サイ1028,2.5,1
テクノtechno,2.5,1
DeltaFace,2.5,1
MarioBroth,2.5,1
Raymega,2.5,1
⇒さ～マヤ～¿¿,2.5,1
evanonline,2.5,1
Gopher84,5.2,3
boss777,2.5,1
1012,2.5,1
flo78,12.799999999999999,7
WhateverGM,2.5,1
ĠlitcħĶiď★,2.5,1
chaos:)777,2.5,1
めーめーやぎさん,3.5,2
ねこみみν・ω・ν,5.0,2
スターこう,2.5,1
schoonster,6.7,3
フルーツてんごく,7.5,3
Izipitoi,15.599999999999998,9
Myu_0000,12.599999999999998,6
funi guy,14.299999999999997,7
«_Daichi_»,13.399999999999999,6
*むぎちゃ*,2.5,1
ABCFZ,2.5,1
Keelhauled,24.699999999999996,16
Tiessie,2.5,1
ゼノ$,2.5,1
～ぽよ～,6.7,3
Maker Myer,4.2,2
imBerns,6.7,3
Sk1nnyGood,22.899999999999995,12
Davi Saci,6.7,3
Beepsz,4.2,2
David SK,4.2,2
ZeroCrator,6.7,3
Miulens,10.9,8
Hotwingzz,2.5,1
Wowlowl90,4.2,2
Jahdy★Dark,6.7,3
DonPitty,6.7,3
Nobbb,10.9,8
Re__Poker,10.2,5
bazaam,10.4,6
Gonzalo230,4.2,2
gamer2507,2.5,1
じょうせんぱい,5.0,2
rex0r5,2.5,1
israelbg,2.5,1
Zacaronni,4.2,2
おそンディブス,2.5,1
くぇええぺぺぺぺぺぺ,2.5,1
デク25th/ソリオ,5.9,3
Bovakinn,6.7,3
`KiKi´~,10.2,5
oruganazy,4.2,2
acastillo1,11.899999999999999,6
KOR・HSleon,2.5,1
Kevin Lad,16.099999999999998,8
Azus1,5.0,2
Casvez,4.2,2
backstairs,2.5,1
Striker-->,4.2,2
SlimPasty,2.5,1
andrev22,2.5,1
FersonMG,10.0,4
90HECTOR,16.999999999999996,9
roduc,2.5,1
jonkerr,4.2,2
LilBearDre,4.2,2
Isai734,2.5,1
Explosive2,2.5,1
Rosbu12,5.0,2
KingJuan20,4.2,2
★BROS★,6.0,3
beefcake12,9.600000000000001,6
tati maker,3.5,2
あおい　ともひさ,6.7,3
philstime,2.5,1
xemyk,2.5,1
KSbn,2.5,1
Meme16,5.0,2
t_marsh413,8.4,4
DesertMaxψ,2.5,1
jairoamos3,2.5,1
El Waimas,2.5,1
vin95,2.5,1
wizardmarv,5.0,2
dfftt66ui,2.5,1
CKsuperstr,5.9,3
ニガア,7.2,5
k4n0,12.799999999999999,7
CHELO__CL,10.5,6
HOT,2.5,1
Ánemos,10.0,4
Kos Cute,10.2,5
felipe_avz,2.5,1
Tom-LépinT,2.5,1
DaFox416,2.5,1
Tiburin11,2.5,1
feels:(man,2.5,1
にらますまふてたかう,13.7,7
Genisx677,3.5,2
Mooie man,2.5,1
こいぞん,5.0,2
chadgee,5.0,2
Zon146,7.7,4
Kandu,2.5,1
たかさとら,2.5,1
CoBra06,2.5,1
ひとつめマジヨ,2.5,1
おにこうくん,2.5,1
∵⌒MΔX⌒∵,7.5,3
nikkobob,4.2,2
Lithops,2.5,1
CardbrdBox,2.5,1
phanphan,7.7,4
Emmy0212,2.5,1
CHN★Smart,2.5,1
Huss.agar,10.2,5
daviderosi,2.5,1
PQGamer,7.7,4
OGamesBR,7.5,3
Markabusi,11.0,7
Joru ruap*,4.2,2
●フレア●,2.5,1
ЗЗЗЗЗЗЗЗЗЗ,5.0,2
LegendGame,2.5,1
ぶどうpain,11.899999999999999,6
SherlockSS,15.1,10
Artur__,5.0,2
NOOBLE2B,10.1,5
Taka_Taka,5.0,2
のびのびなかった,3.5,2
marco23,2.5,1
alek-17,5.2,3
Bugshot,18.4,11
Petrucci,8.4,4
(きなこもち),7.5,3
BAMBANssj*,5.0,2
アカナマ,2.5,1
ebbev,2.5,1
msg555,2.5,1
Curtzipman,6.9,4
Amozui,2.5,1
こたすけ,2.5,1
ASUKA48,7.7,4
bbruschi,2.5,1
LE MÉCHANE,2.5,1
an0nim0u5,2.5,1
CHENFAN,2.5,1
Switchback,5.2,3
Paolka,4.2,2
Rundro,4.2,2
mumcool,6.2,4
tkykzk,4.2,2
stinkbear,11.7,8
N_8_,2.5,1
99 FunGuy,2.5,1
2611ASIER,9.2,4
An3San,6.7,3
Mad_Turtle,5.0,2
Tetrapony,7.7,4
micahc,4.2,2
d e e z :),2.5,1
Magnus09,5.0,2
TheWayIAm,2.5,1
Lazlo27,4.2,2
めたたたた,6.7,3
B3nana,6.0,3
Tggoforth,34.099999999999994,21
MadCompose,2.5,1
PeterEater,2.5,1
にんにん9,18.0,13
PioneerØ,6.7,3
ZachyChan¤,4.2,2
Yoesha,2.5,1
Doornt,2.5,1
じつはカツラなんです,9.7,6
かえでっち。,9.2,4
∴⌒LN⌒∵,2.5,1
みすずです,5.0,2
Azprika,5.0,2
FalconPeep,23.499999999999996,14
Simpo,2.5,1
Kieeeeeee,9.4,5
'*うめぼし*',2.5,1
ANDREW2039,5.0,2
dools3604,2.5,1
BEP86,14.499999999999998,8
Zeusban,9.4,5
Rallie,8.4,4
かんラハ,2.5,1
そぅまくん！,2.5,1
つゆっち,10.2,5
Mug1w4r4,6.7,3
SanDaniel,2.5,1
TnPoteLeam,5.0,2
Sean*99,2.5,1
iiiklklkku,5.0,2
randomplss,2.5,1
HUΞ☆καэşι・,5.0,2
Limonsin,29.599999999999994,15
Javochi,5.0,2
キラヤマ,4.2,2
henr1que,14.2,9
jsrojasn,10.9,8
T-RYU2,2.5,1
high173,2.5,1
gleme,2.5,1
Baku365,3.5,2
fredd87,2.5,1
KLFan,6.7,3
FloridaM4N,3.5,2
cattelak,2.5,1
ScrappyPat,2.5,1
Link :? 2,2.5,1
Aseel_AJ,4.2,2
sneckdude,2.5,1
Freddy M,2.5,1
divad008,5.0,2
Henri_24,2.5,1
JackBana,2.5,1
cle33,2.5,1
SeanPawn,5.2,3
simsimhae!,2.5,1
ブレイズロッド,5.0,2
Jonny-UV,15.0,6
そう！それ！そうすけ,2.5,1
N.RW,2.5,1
{[J]},2.5,1
Mich Cid,6.7,3
(‛ω‛$)きーつね,2.5,1
AlfredPlay,6.9,4
gungunwoo,7.5,3
ただのしゅうファン！,2.5,1
ミ(  )キー,11.2,6
MarcuMarcu,2.5,1
Ertendo,2.5,1
Nick2Hill,9.2,4
いちごおいしい,2.5,1
Danico,7.5,3
mmstriadx,18.599999999999998,9
MÆÈ,2.5,1
Prof. Nico,2.5,1
kirdiz,6.7,3
VASF,8.9,6
しなれじ,2.5,1
4Ship,2.5,1
Bwabel,3.5,2
Mquinny,2.5,1
irvinjes,2.5,1
dinozelda,11.7,5
ovdrft,2.5,1
fornell,5.0,2
Violescent,2.5,1
yunu,5.0,2
Coyoon,2.5,1
nasser98,6.9,4
じーJJJ,9.2,4
arsjjo,6.7,3
ちー121,4.2,2
ななきんぐ,2.5,1
Oxidi-SSJ,7.7,4
isungames,2.5,1
Kichanizar,2.5,1
mari-pro,2.5,1
UKNNRigo,10.1,5
LargotSSJ,2.5,1
KLedet,2.5,1
mgl2005,6.7,3
Anthony456,9.3,5
Pepo Cori,2.5,1
Squadalaaa,2.5,1
POWblock38,5.2,3
5W1R,2.5,1
Varqas5,5.0,2
Imago404,8.4,4
Jojo eat U,12.799999999999999,7
Starthomas,2.5,1
Dr. EAC,3.5,2
Woddy18,2.5,1
こたまさ,7.5,3
Spyro,3.5,2
TweeterMan,17.599999999999998,8
abgolds,5.0,2
BetaGamer1,2.5,1
Guzma,2.5,1
Nitewatch,2.5,1
ObyTrice,9.2,4
leon_ssi,14.499999999999998,8
Lalo_03,23.099999999999994,13
ShotGun123,6.0,3
89king,2.5,1
carlosalba,5.0,2
rct3,4.2,2
Redstormc,3.5,2
どんもぐら,2.5,1
ImMaxSSJ,2.5,1
NOBASE,5.0,2
maotsetse,2.5,1
ジョラ「ヲ,10.899999999999999,5
～KEI～,2.5,1
d5a,10.3,6
onezero,2.5,1
blue3106,6.7,3
KuniTheDon,11.3,7
Quandale_D,2.5,1
aadenml,2.5,1
TOSHi632,5.9,3
しゅーぞーくん,5.0,2
xzomdiex,2.5,1
Sephh,2.5,1
*MARVEL*,2.5,1
Qualisong,2.5,1
cha97,2.5,1
Kazubou´ω`,5.5,4
Tiken,3.5,2
Jay-Kaizo,4.5,3
pant™,5.2,3
Novak17,2.5,1
c randolph,6.2,4
chory14,2.5,1
B Nell69,2.5,1
SuperGilev,2.5,1
vixxenn,5.0,2
Ryυ,5.0,2
Herrera15,9.4,5
MEGAMATHEU,2.5,1
kwn74,9.4,5
maripeje,2.5,1
Ursi 【アーシ】,2.5,1
TheShadow9,6.0,3
KaosUCSSJ,7.7,4
IAlucardI,2.5,1
dummmo,4.2,2
Bassam!,49.0,30
Tonic,12.5,5
Vernontz,2.5,1
jonnhy,5.9,3
2toesup,6.7,3
OG_Beast,2.5,1
Mattoso,2.5,1
meWme,4.2,2
Alonsho07,2.5,1
Jef ery,8.600000000000001,5
Dev 77,4.2,2
magicgoose,2.5,1
Lostcheese,4.2,2
ヨモギもち ΘωΘ,2.5,1
AzulSW,2.5,1
etw487,5.2,3
Sean19,5.0,2
Feche,7.7,4
Bleached17,2.5,1
GatorInOC,3.5,2
David 1911,4.2,2
Richardham,9.7,6
Lil_Pete,12.799999999999999,7
Kapello,2.5,1
jos08 CR,5.0,2
v.saidssj,2.5,1
Kamis,5.0,2
JorgeJcm93,2.5,1
Cοg,2.5,1
FakeLoay,10.0,4
S3l3n,6.7,3
Toxyc,10.600000000000001,7
flipowitsh,2.5,1
TOADBERLIN,7.0,4
Dark-VisiT,5.9,3
Mik07,5.2,3
Pabl0n,2.5,1
MblueS90,2.5,1
Phantom91,2.5,1
gustavito2,2.5,1
Mr. L :),3.5,2
Ornbez,11.899999999999999,6
Capt Blake,2.5,1
みんち,2.5,1
alex345,4.2,2
fougères,2.5,1
SuperMorbo,2.5,1
XCube285,11.899999999999999,6
Velyence,2.5,1
H.Meerkoet,2.5,1
Viper!,2.5,1
Hbnick,6.7,3
Kradrad,5.0,2
GaminTotem,2.5,1
wwestray,2.5,1
Gotdatmony,5.2,3
CptCrnch,2.5,1
Ringo★™,7.2,4
Atlas500,2.5,1
ΝeonWyvern,2.5,1
Sprütche,6.7,3
D3xterity,10.1,5
ちゃまどら,5.0,2
insungjil,5.0,2
harrimac,2.5,1
EverBeltex,2.5,1
タフィローズ#20,6.9,4
やちふくくふふすけち,2.5,1
pr santi78,2.5,1
ャミムヌ,2.5,1
3710ヨッシー,2.5,1
マリメプロ!,5.0,2
MTK390,2.5,1
18つぶ,4.2,2
じじいをなめるな！,3.5,2
ahmond,2.5,1
kago!!,5.9,3
GlιτchRoαd,5.0,2
まるいよ*,4.2,2
はたたちににた,2.5,1
きゃりーすばすば,2.5,1
バナナのじならし,4.2,2
∞★むげん☆∞№1,2.5,1
CrispyBoi_,2.5,1
DiaCity,28.099999999999994,15
マーガリン。,2.5,1
ろほのとに,2.5,1
とんくそ,18.299999999999997,11
すずそら,6.7,3
かなだだ,5.0,2
ゆっき!most,16.599999999999998,10
ta_ka,5.9,3
ys5,8.4,4
()ひま,5.0,2
ゴールまちおね,6.2,4
Skyman2484,4.2,2
denwease,2.5,1
1ぱつマリオ,2.5,1
ZodiacD,11.0,5
けんちんじるさいこー,2.5,1
だいまるさま,5.0,2
ずーねよま,2.5,1
こんぶ11,2.5,1
Lil_Potate,4.2,2
タケル0717,2.5,1
κaito,4.2,2
しんのPQR,2.5,1
ユッキー1243,2.5,1
Tacoeat135,4.2,2
MKS/よっこー,5.0,2
らりるれろわをん「」,8.4,4
マシハレ,4.2,2
αυsτιη,2.5,1
-)[.〃,2.5,1
●○○●●○●●●,4.2,2
SOMALE,2.5,1
chénYC  CN,2.5,1
shivk,10.0,4
ǆæīįħćßþö,4.5,3
さゆりんごぐんだん,3.5,2
JoeB836,4.2,2
ことみ1024,4.2,2
Kalti_K,5.2,3
バルーーーーアカ,7.7,4
Silas312,2.5,1
あやあやパンダ,2.5,1
Jauggy,8.4,4
Cloutendo,5.0,2
Mr. Leser,2.5,1
いもぉん,2.5,1
Alasdairrr,2.5,1
MASA71,2.5,1
IByRayMrch,2.5,1
ヨウタソ,5.0,2
ZingZapper,2.5,1
ルーキーゲームズ,2.5,1
うみのこご,2.5,1
_BluMarvl_,2.5,1
ゆせいマッキー！,4.2,2
√Apoptosis,2.5,1
*☆♪クレープ♪☆*,5.9,3
ra3ialkif,2.5,1
おもちおとこ,2.5,1
dedede 67,2.5,1
##$$,4.2,2
Lectro,2.5,1
みちこ´μ`*,2.5,1
ゆうとyyy,2.5,1
さかなだよ～,4.2,2
ポテトチップス　クン,2.5,1
ぶたドン！！,2.5,1
けんたてほしい,4.2,2
いぐのー,2.5,1
アリィ♪,2.5,1
せいしょうなごん,2.5,1
kema,10.899999999999999,5
はやしおさむさん,2.5,1
しか×××××∵□¼,2.5,1
たつき226,2.5,1
なますけ,2.5,1
☆Jey/じぇい☆,2.5,1
Kswizzle,2.5,1
tyger93,5.0,2
ONEPEANUTS,2.5,1
Lil_Clarke,2.5,1
TopDawg02,2.5,1
ふろた,2.5,1
DAヶヵ>,2.5,1
blackdeaf,2.5,1
じゅうりょくむしどき,2.5,1
Sebasv1608,2.5,1
もと6036,7.5,3
lee413,4.2,2
ずっび,2.5,1
バニろ,2.5,1
El_Vicho,2.5,1
ともももももん,2.5,1
Hue☆Nils1,2.5,1
たけもらけ,2.5,1
アイカPPAP,5.9,3
pronoobtra,4.2,2
リッテンQQQ,4.2,2
ちっちゃーしゅー,5.0,2
マンマミーヤ！！,2.5,1
andymazo,2.5,1
gé faim,2.5,1
Hide Kunn,4.2,2
もちお10,2.5,1
fujishi,2.5,1
あんずぼー,4.2,2
GW4NGO,2.5,1
Dossay,2.5,1
ZetaSSJ xd,2.5,1
Yパンマン,2.5,1
クァンベ*ONE,2.5,1
チャーシュー(メス),2.5,1
:jgkiohlij,2.5,1
らい「,2.5,1
たいまるだぁぁぁ！,2.5,1
anvid1324,2.5,1
MeetCute,2.5,1
ポコポコ(ΘΦ),2.5,1
JSireno,2.5,1
★dondon★,2.5,1
(かたせてください),6.7,3
えいちゃん！,2.5,1
#きいろにこいしがち,4.2,2
ねこだょ！！！,2.5,1
りゅう!!!!,2.5,1
purplejump,2.5,1
まおートコロテン,2.5,1
#Per,5.9,3
クロちゃんじゃねぇよ,2.5,1
LosGoat,2.5,1
EmelecSeb,11.7,5
jrmargon,2.5,1
いのり♪,2.5,1
ゆかきち！！,2.5,1
Sþeedrun,5.0,2
P.N れい,5.9,3
みぃみぃ★,10.2,5
ぽこにゃんたおす。,2.5,1
たのしい！！！！！,2.5,1
"(""^～^"")",2.5,1
◆◇いのちゃんΞ☆,2.5,1
サクヤタンファン,4.2,2
アークファイブ,2.5,1
Mr.MONDY,2.5,1
やひーそし,2.5,1
Santi4777,15.099999999999998,7
Blagon7,2.5,1
ミドリいろカレールー,2.5,1
anthony437,3.5,2
げんき、、,2.5,1
STS FRIDGE,2.5,1
SSJ Migue,2.5,1
SpunjBubba,5.0,2
Ms.ドラミ,2.5,1
"(^,^*)/",2.5,1
<ヵ><カ>,2.5,1
なかとり1,2.5,1
TKG3,2.5,1
まぁ★,2.5,1
かふんしょうのひと,5.0,2
★☆HARUTO☆★,5.0,2
sagysrotum,2.5,1
かれしめせんのしゅう,2.5,1
フッホホホホホホホヘ,6.7,3
"DiegoZSSJ""",2.5,1
Chemistro,2.5,1
JMGaming19,4.2,2
LucasDMP,2.5,1
zMeStesso,10.1,5
てぃえごまかりすたむ,2.5,1
Jaxxckle,4.2,2
xThomas30,2.5,1
tiz22,2.5,1
ホンイツ,6.7,3
ONTW,2.5,1
3284,2.5,1
たがそう,2.5,1
ムラーエンジョン,2.5,1
ゆいとKY,5.0,2
YUUKEN,2.5,1
ProX_PX0,2.5,1
ganggi,2.5,1
☆KKN5☆ようつべ,2.5,1
#うなぎ#,2.5,1
すけっこ,2.5,1
d7om3ds,2.5,1
tksn,2.5,1
Branden292,2.5,1
へんきつつき,9.9,7
BigDogSMM,2.5,1
Slim_Thicc,2.5,1
Leebop,2.5,1
PatoMclea,2.5,1
MINT2501,2.5,1
Jason3306,5.0,2
C-Lee 326,2.5,1
Acagamer1,2.5,1
なんぜう,2.5,1
Normie 23,2.5,1
JordanClar,3.5,2
#Stay Home,6.7,3
JalEss,2.5,1
ssj rana,2.5,1
Davidlover,2.5,1
jiren ruiz,2.5,1
EnrageShk,5.0,2
Fudgeswirl,2.5,1
Freddy553g,10.7,7
せかいいち,2.5,1
gr León131,6.9,4
mike1409,2.5,1
Gigadude,6.7,3
HustiBruh,2.5,1
RoboMouse,4.2,2
cesaret182,8.4,4
smiles SSJ,2.5,1
AhVignette,2.5,1
{$^~^$},2.5,1
ちょうたのしみだ,2.5,1
Amokgm,2.5,1
くわおくん,13.399999999999999,6
Rasilon,2.5,1
ジークisプリティー,2.5,1
SD Beather,2.5,1
weon,2.5,1
SoggyRocks,2.5,1
stepfi,8.4,4
G0ATCheese,17.999999999999996,10
うれしーにゃ,10.1,5
beefy94,5.0,2
Bohemios,4.2,2
sat3ràł3er,2.5,1
DarkVgeta,12.899999999999999,7
ZephyrBad,5.2,3
